temperatura,humedad,presion,viento,direccion_viento,visibilidad,precipitacion,descripcion,tipo_nubes,timestamp,runway_heading,viento_cruzado,viento_frente,rafagas,techo_nubes,turbulencia,estado_pista,altitud_aeropuerto,altitud_densidad,punto_rocio,riesgo_hielo,tormenta_electrica,cizalladura_viento,hora,mes,dia_año,es_noche,riesgo,source
30.4,52,1015,4.0,187,9447,0.0,despejado,despejado,,225,2.5,3.2,4.8,8114,leve,seca,500,2468.0,22.9,False,False,False,0,12,365,True,BAJO,synthetic
31.1,27,1012,17.4,147,9508,0.0,despejado,despejado,,225,17.0,3.6,19.1,6921,ninguna,seca,500,2552.0,24.8,False,False,False,9,9,250,False,BAJO,synthetic
11.72,92,1017,2.3400000000000003,104,10000,0.0,clouds,cubierto,2026-02-06 09:00:00,130,1.0,2.1,3.0,1000,ninguna,seca,8361,9974.0,10.1,False,False,False,20,2,35,False,BAJO,real_forecast
21.3,84,1017,18.2,80,3800,3.8,lluvia_ligera,cubierto,,315,14.9,-10.4,21.8,849,moderada,mojada,2500,3856.0,18.5,False,False,False,17,2,31,False,MODERADO,synthetic
15.6,40,1015,19.9,308,8896,0.0,despejado,despejado,,225,19.8,2.4,27.9,12088,ninguna,seca,2000,2552.0,7.5,False,False,False,22,6,173,True,BAJO,synthetic
3.5,89,1004,14.5,42,3038,14.3,nieve,cubierto,,270,10.8,-9.7,16.0,1058,leve,nevada,500,-760.0,-0.1,False,False,False,7,11,311,False,MODERADO,synthetic
27.1,53,1011,18.5,49,8508,0.0,despejado,despejado,,315,18.5,-1.3,25.9,13439,ninguna,seca,500,2072.0,18.3,False,False,False,1,1,12,True,BAJO,synthetic
17.4,80,1013,28.9,301,3950,25.2,granizo,cubierto,,45,28.0,-7.0,31.8,981,severa,contaminada,2500,3388.0,13.2,False,True,True,6,9,268,False,ALTO,synthetic
6.1,92,1013,0.2,354,2317,0.6,niebla,cubierto,,270,0.2,0.0,0.3,218,ninguna,mojada,2000,1412.0,5.3,True,False,False,17,8,224,False,MODERADO,synthetic
16.2,56,1003,22.0,118,8939,0.0,nublado,dispersas,,0,19.4,-10.3,26.4,3040,leve,humeda,2500,3244.0,7.0,False,False,False,12,9,254,False,MODERADO,synthetic
22.4,56,1006,18.7,6,7534,0.1,nublado,dispersas,,225,11.8,-14.5,24.3,2658,leve,seca,2500,3988.0,17.2,False,False,False,19,9,251,False,BAJO,synthetic
12.2,69,1007,23.1,29,6415,1.5,nublado,nublado,,45,6.4,22.2,25.4,3773,leve,seca,1000,904.0,-1.6,False,False,False,20,3,68,False,BAJO,synthetic
14.2,92,1019,6.3,74,877,0.2,niebla,cubierto,,0,6.1,1.7,7.6,287,ninguna,humeda,1000,1144.0,13.9,False,False,False,22,4,101,True,MODERADO,synthetic
12.5,55,1000,10.9,199,6630,1.2,nublado,dispersas,,225,4.8,9.8,12.0,3537,leve,seca,500,320.0,6.2,False,False,False,2,8,237,True,BAJO,synthetic
10.2,96,1015,11.2,64,1790,0.0,niebla,cubierto,,225,3.6,-10.6,16.8,327,ninguna,humeda,2000,1904.0,9.5,False,False,False,6,9,253,False,MODERADO,synthetic
14.1,79,1003,21.6,323,5203,6.0,lluvia_ligera,cubierto,,45,21.4,3.0,23.8,2003,moderada,humeda,1000,1132.0,10.5,False,False,False,13,9,251,False,MODERADO,synthetic
8.9,74,1017,14.9,331,4287,7.9,lluvia_ligera,nublado,,90,13.0,-7.2,20.9,1617,leve,mojada,2000,1748.0,6.5,True,False,False,0,6,158,True,MODERADO,synthetic
23.6,60,1004,14.8,260,6927,0.4,nublado,dispersas,,0,14.6,-2.6,22.2,1975,leve,humeda,2500,4132.0,9.8,False,False,False,12,10,272,False,BAJO,synthetic
8.1,94,1012,3.6,341,2038,2.0,niebla,cubierto,,45,3.2,1.6,5.0,490,ninguna,mojada,1000,412.0,8.0,True,False,False,15,1,19,False,MODERADO,synthetic
15.2,73,1007,46.6,129,2300,20.4,granizo,cubierto,,225,46.3,-4.9,55.9,622,severa,mojada,0,24.0,11.8,False,True,True,16,3,76,False,ALTO,synthetic
31.3,44,1026,0.6,274,9659,0.0,despejado,despejado,,315,0.4,0.5,0.8,9650,ninguna,seca,0,1956.0,20.9,False,False,False,8,2,47,False,BAJO,synthetic
31.5,38,1017,15.9,328,8079,0.0,despejado,despejado,,270,13.5,8.4,20.7,10790,leve,seca,0,1980.0,19.0,False,False,False,7,1,23,False,BAJO,synthetic
16.3,90,1004,17.9,222,4856,3.5,lluvia_ligera,nublado,,0,12.0,-13.3,25.1,2477,moderada,humeda,500,776.0,11.5,False,False,False,7,6,153,False,MODERADO,synthetic
-2.3,92,1010,17.9,85,3466,13.9,nieve,cubierto,,0,17.8,1.6,25.1,1282,leve,contaminada,2500,1024.0,-2.4,False,False,False,12,8,229,False,ALTO,synthetic
14.8,96,994,47.7,239,2345,35.0,tormenta,cubierto,,90,24.6,-40.9,66.8,967,moderada,contaminada,1000,1216.0,14.3,False,True,False,0,2,31,True,ALTO,synthetic
18.1,45,1019,15.7,269,9676,0.0,despejado,despejado,,270,0.3,15.7,18.8,5490,ninguna,seca,2000,2852.0,5.0,False,False,False,15,9,242,False,BAJO,synthetic
6.4,90,1004,43.5,86,2984,12.3,lluvia_fuerte,cubierto,,135,32.8,28.5,60.9,1346,moderada,contaminada,500,-412.0,4.4,True,False,False,9,10,291,False,ALTO,synthetic
22.3,71,1001,14.1,114,6640,1.7,nublado,nublado,,135,5.1,13.2,18.3,1714,ninguna,seca,1000,2116.0,18.3,False,False,False,7,5,132,False,BAJO,synthetic
27.8,43,1023,18.1,181,9648,0.0,despejado,despejado,,225,12.6,13.0,23.5,13095,leve,seca,2500,4636.0,20.8,False,False,False,6,12,349,False,BAJO,synthetic
25.8,55,1015,23.7,224,7465,0.7,nublado,dispersas,,0,16.5,-17.0,33.2,2796,leve,seca,0,1296.0,17.5,False,False,False,20,5,128,False,MODERADO,synthetic
24.4,80,1009,25.2,168,3978,27.3,granizo,cubierto,,315,13.7,-21.1,30.2,938,severa,mojada,2000,3608.0,20.6,False,True,False,23,4,95,True,ALTO,synthetic
17.3,53,1023,17.9,125,9224,0.0,despejado,despejado,,90,10.3,14.7,25.1,10658,leve,seca,0,276.0,7.4,False,False,False,9,7,192,False,BAJO,synthetic
23.6,68,1000,14.1,188,6077,1.0,nublado,nublado,,315,11.3,-8.5,16.9,3416,ninguna,seca,0,1032.0,16.8,False,False,False,15,2,46,False,BAJO,synthetic
16.5,70,1002,45.8,223,1786,16.7,granizo,cubierto,,270,33.5,31.2,55.0,1570,severa,contaminada,2500,3280.0,6.2,False,True,False,6,9,258,False,ALTO,synthetic
23.7,51,1011,13.4,288,9878,0.0,despejado,despejado,,0,12.7,4.1,16.1,13151,leve,seca,2500,4144.0,17.8,False,False,False,23,2,50,True,BAJO,synthetic
12.5,57,1000,9.5,72,7915,1.6,nublado,nublado,,315,8.5,-4.3,14.2,2344,ninguna,seca,500,320.0,5.5,False,False,False,23,11,304,True,BAJO,synthetic
12.7,77,1013,27.4,172,3781,13.6,granizo,cubierto,,180,3.8,27.1,30.1,1223,severa,contaminada,2500,2824.0,9.4,False,True,False,9,4,92,False,ALTO,synthetic
11.9,100,1007,3.1,338,2492,0.7,niebla,cubierto,,180,1.2,-2.9,3.4,680,ninguna,mojada,2000,2108.0,11.0,False,False,False,10,3,81,False,MODERADO,synthetic
14.1,96,1001,1.5,341,2230,1.3,niebla,cubierto,,0,0.5,1.4,2.0,142,ninguna,mojada,2000,2372.0,13.9,False,False,False,5,12,344,True,MODERADO,synthetic
10.4,93,1018,11.6,173,1960,0.5,niebla,cubierto,,135,7.1,9.1,15.1,333,ninguna,mojada,2000,1928.0,9.9,False,False,False,17,4,108,False,MODERADO,synthetic
16.1,55,1016,9.6,149,9646,0.0,despejado,despejado,,315,2.3,-9.3,13.4,12869,leve,seca,2500,3232.0,4.2,False,False,False,12,6,179,False,BAJO,synthetic
20.0,25,1012,5.5,148,9538,0.0,despejado,despejado,,315,1.2,-5.4,6.6,14633,ninguna,seca,1000,1840.0,14.8,False,False,False,8,1,21,False,BAJO,synthetic
18.9,52,1006,15.7,291,7108,1.0,nublado,nublado,,180,14.7,-5.6,20.4,3615,leve,seca,0,468.0,6.8,False,False,False,16,12,341,False,BAJO,synthetic
24.2,55,1028,0.3,156,8594,0.0,despejado,despejado,,180,0.1,0.3,0.4,9445,ninguna,seca,1000,2344.0,16.4,False,False,False,15,12,331,False,BAJO,synthetic
24.6,50,1014,0.8,219,9157,0.0,despejado,despejado,,0,0.5,-0.6,1.1,12751,ninguna,seca,500,1772.0,18.0,False,False,False,13,8,225,False,BAJO,synthetic
20.9,68,1009,7.3,84,6337,1.2,nublado,dispersas,,180,7.3,-0.8,8.8,2154,leve,humeda,500,1328.0,6.4,False,False,False,15,4,91,False,BAJO,synthetic
34.1,45,1010,2.5,162,8753,0.0,despejado,despejado,,180,0.8,2.4,3.0,13029,ninguna,seca,2000,4772.0,26.5,False,False,False,18,9,257,False,BAJO,synthetic
24.3,63,1005,22.4,65,6139,0.9,nublado,dispersas,,270,9.5,-20.3,31.4,2768,ninguna,seca,0,1116.0,10.8,False,False,False,8,2,41,False,BAJO,synthetic
25.8,35,1020,7.2,240,9944,0.0,despejado,despejado,,180,6.2,3.6,9.4,8253,ninguna,seca,1000,2536.0,18.4,False,False,False,8,2,36,False,BAJO,synthetic
-6.2,88,1008,28.5,55,3757,15.4,nieve,cubierto,,270,16.3,-23.3,37.1,618,leve,nevada,1000,-1304.0,-9.2,False,False,False,11,8,224,False,ALTO,synthetic
25.6,59,1003,17.3,133,7555,1.8,nublado,dispersas,,135,0.6,17.3,19.0,1927,leve,humeda,500,1892.0,14.5,False,False,False,20,10,280,False,BAJO,synthetic
27.0,39,1019,2.2,355,8430,0.0,despejado,despejado,,180,0.2,-2.2,3.3,8482,ninguna,seca,500,2060.0,12.9,False,False,False,20,1,27,False,BAJO,synthetic
13.1,97,1006,3.2,334,2085,0.8,niebla,cubierto,,90,2.9,-1.4,3.8,506,ninguna,humeda,500,392.0,12.2,False,False,False,13,12,359,False,MODERADO,synthetic
22.0,63,1003,21.1,194,8261,1.5,nublado,nublado,,270,20.5,5.1,25.3,2493,leve,seca,2000,3320.0,10.5,False,False,False,20,11,302,False,MODERADO,synthetic
33.2,55,1027,9.4,225,9141,0.0,despejado,despejado,,0,6.6,-6.6,13.2,7713,ninguna,seca,0,2184.0,25.8,False,False,False,12,6,153,False,BAJO,synthetic
11.8,98,1014,8.8,42,1808,1.5,niebla,cubierto,,0,5.9,6.5,11.4,365,ninguna,mojada,2000,2096.0,10.2,False,False,False,22,10,281,True,MODERADO,synthetic
12.62,93,1017,2.052,69,10000,0.37000000000000005,rain,cubierto,2026-02-07 06:00:00,130,1.8,1.0,2.7,1000,ninguna,mojada,8361,10082.0,11.2,False,False,False,20,2,35,False,BAJO,real_forecast
15.1,77,1008,37.5,214,3583,29.8,granizo,cubierto,,45,7.2,-36.8,48.8,963,severa,mojada,500,632.0,10.5,False,True,True,15,7,204,False,ALTO,synthetic
11.0,98,1011,9.9,23,735,1.8,niebla,cubierto,,45,3.7,9.2,12.9,543,ninguna,mojada,2500,2620.0,11.0,False,False,False,14,1,13,False,ALTO,synthetic
24.5,87,1001,27.1,307,2037,26.0,granizo,cubierto,,180,21.6,-16.3,32.5,1110,severa,contaminada,2000,3620.0,21.4,False,True,False,5,11,315,True,ALTO,synthetic
6.0,100,1017,10.6,78,1492,1.0,niebla,cubierto,,135,8.9,5.8,12.7,751,ninguna,mojada,0,-1080.0,5.6,True,False,False,2,10,281,True,MODERADO,synthetic
18.7,86,1005,22.6,346,3598,5.3,lluvia_ligera,cubierto,,135,11.6,-19.4,27.1,2230,leve,humeda,2500,3544.0,16.4,False,False,False,11,3,79,False,MODERADO,synthetic
19.9,40,1019,16.2,98,8765,0.0,despejado,despejado,,270,2.3,-16.0,22.7,5409,ninguna,seca,2500,3688.0,9.3,False,False,False,8,9,240,False,BAJO,synthetic
15.8,54,1012,7.6,149,8928,0.0,despejado,despejado,,0,3.9,-6.5,9.1,10212,ninguna,seca,2000,2576.0,4.2,False,False,False,11,6,151,False,BAJO,synthetic
