temperatura,humedad,viento,visibilidad,descripcion,precipitacion,direccion_viento,runway_heading,viento_cruzado,viento_frente,rafagas,techo_nubes,tipo_nubes,turbulencia,estado_pista,presion,altitud_aeropuerto,altitud_densidad,punto_rocio,riesgo_hielo,tormenta_electrica,cizalladura_viento,hora,es_noche,mes,dia_año,riesgo
17.6,97,7.6,1884,niebla,1.1,257,315,6.4,4.0,9.1,764,cubierto,ninguna,humeda,1010,2000,2792.0,16.9,False,False,False,22,True,4,109,Precaución
28.9,43,12.4,9535,despejado,0.0,80,315,10.2,-7.1,18.6,5731,despejado,leve,seca,1027,0,1668.0,14.9,False,False,False,23,True,1,7,Seguro
16.4,70,24.9,3988,lluvia_ligera,5.4,121,180,21.3,12.8,34.9,1894,nublado,leve,humeda,1007,500,788.0,11.0,False,False,False,14,False,12,333,Precaución
27.6,44,10.9,9294,despejado,0.0,97,225,8.6,-6.7,15.3,7890,despejado,leve,seca,1014,2500,4612.0,12.9,False,False,False,19,False,8,234,Seguro
26.8,31,16.9,8867,despejado,0.0,347,270,16.5,3.8,22.0,10237,despejado,leve,seca,1029,2500,4516.0,19.6,False,False,False,12,False,1,5,Seguro
12.1,58,12.2,8810,nublado,1.4,36,225,1.9,-12.0,14.6,2040,nublado,leve,seca,1002,1000,892.0,-1.0,False,False,False,5,True,12,349,Seguro
18.5,64,19.5,7802,nublado,1.3,219,45,2.0,-19.4,25.4,1869,dispersas,leve,seca,1014,2500,3520.0,10.7,False,False,False,13,False,8,228,Seguro
12.7,64,13.9,6868,nublado,1.6,1,225,9.7,-10.0,19.5,1951,dispersas,leve,humeda,1013,0,-276.0,1.6,False,False,False,8,False,10,293,Seguro
-6.1,82,28.1,3913,nieve,6.3,286,135,13.6,-24.6,39.3,1630,cubierto,moderada,contaminada,1004,1000,-1292.0,-10.9,False,False,False,5,True,7,188,Peligro
17.2,97,11.1,2358,niebla,0.5,14,135,9.5,-5.7,15.5,705,cubierto,ninguna,humeda,1019,2000,2744.0,15.5,False,False,False,23,True,2,30,Precaución
27.4,62,16.9,8851,nublado,1.3,345,225,14.6,-8.4,23.7,2447,nublado,ninguna,humeda,1018,500,2108.0,14.8,False,False,False,13,False,1,27,Seguro
17.8,94,7.1,2182,niebla,0.3,196,0,2.0,-6.8,9.9,607,cubierto,ninguna,mojada,1020,500,956.0,17.4,False,False,False,23,True,6,177,Precaución
32.0,47,7.8,9936,despejado,0.0,88,90,0.3,7.8,9.4,5552,despejado,leve,seca,1025,500,2660.0,17.8,False,False,False,23,True,6,179,Seguro
13.6,98,3.6,2088,niebla,0.9,74,180,3.5,-1.0,4.3,198,cubierto,ninguna,mojada,1018,2500,2932.0,13.4,False,False,False,7,False,4,115,Precaución
17.6,86,31.5,2369,granizo,19.1,231,135,31.3,-3.3,47.2,1311,cubierto,severa,contaminada,1008,2000,2792.0,13.1,False,True,True,4,True,12,348,Peligro
12.0,99,8.8,1822,niebla,0.2,292,45,8.1,-3.4,11.4,269,cubierto,ninguna,humeda,1003,2500,2740.0,11.8,False,False,False,19,False,10,278,Precaución
14.1,66,11.2,7175,nublado,0.3,323,270,8.9,6.7,12.3,3482,dispersas,leve,humeda,1019,1000,1132.0,8.6,False,False,False,23,True,5,148,Seguro
23.4,72,7.4,7584,nublado,0.4,279,135,4.3,-6.0,10.4,2674,nublado,ninguna,seca,1018,0,1008.0,20.8,False,False,False,0,True,9,257,Seguro
24.7,68,11.0,7316,nublado,1.2,231,315,10.9,1.1,15.4,2442,nublado,leve,humeda,1015,500,1784.0,15.1,False,False,False,21,True,7,187,Seguro
20.2,85,36.9,2616,granizo,17.3,357,90,36.8,-1.9,51.7,1070,cubierto,severa,contaminada,1004,500,1244.0,18.0,False,True,False,2,True,5,149,Peligro
24.8,55,2.6,9924,despejado,0.0,342,225,2.3,-1.2,3.4,8962,despejado,ninguna,seca,1019,0,1176.0,15.5,False,False,False,5,True,1,19,Seguro
17.1,100,11.3,1514,niebla,1.6,71,315,10.2,-5.0,17.0,567,cubierto,ninguna,humeda,1005,0,252.0,16.6,False,False,False,5,True,12,365,Precaución
16.8,64,8.6,6043,nublado,1.1,233,0,6.9,-5.2,11.2,1676,dispersas,ninguna,humeda,1017,500,836.0,10.6,False,False,False,10,False,7,208,Seguro
13.9,91,43.2,3356,lluvia_fuerte,16.2,337,90,39.8,-16.9,56.2,391,cubierto,moderada,contaminada,985,2500,2968.0,12.8,False,False,False,8,False,11,315,Peligro
11.7,87,12.9,3608,lluvia_ligera,3.5,123,45,12.6,2.7,14.2,1365,nublado,moderada,mojada,1005,1000,844.0,9.6,False,False,False,15,False,6,161,Precaución
13.1,72,47.6,4355,granizo,25.9,205,270,43.1,20.1,71.4,1587,cubierto,severa,contaminada,1002,500,392.0,9.0,False,True,True,16,False,11,307,Peligro
23.8,59,15.0,8559,nublado,0.5,264,225,9.4,11.7,21.0,2654,nublado,leve,seca,1006,500,1676.0,11.0,False,False,False,19,False,6,161,Seguro
24.6,67,11.8,7448,nublado,1.9,345,90,11.4,-3.1,15.3,3012,dispersas,ninguna,humeda,1013,1000,2392.0,14.8,False,False,False,14,False,4,97,Seguro
15.4,89,27.3,6643,lluvia_ligera,7.1,163,180,8.0,26.1,32.8,886,cubierto,moderada,mojada,1006,2500,3148.0,12.7,False,False,False,3,True,5,122,Precaución
17.7,56,13.5,7274,nublado,1.5,59,270,7.0,-11.6,14.9,3994,nublado,leve,seca,1006,2500,3424.0,12.5,False,False,False,16,False,12,334,Seguro
33.1,43,2.9,8882,despejado,0.0,122,180,2.5,1.5,3.8,12151,despejado,leve,seca,1018,1000,3412.0,25.7,False,False,False,21,True,8,220,Seguro
10.1,74,29.1,6967,lluvia_ligera,5.1,227,0,21.3,-19.8,37.8,2438,cubierto,leve,humeda,1016,500,32.0,6.5,False,False,False,21,True,1,29,Precaución
21.5,85,22.6,3064,lluvia_ligera,4.3,228,45,1.2,-22.6,31.6,1350,cubierto,moderada,mojada,1012,0,780.0,19.4,False,False,False,13,False,12,361,Precaución
16.1,73,10.3,6643,nublado,0.6,213,315,10.1,-2.1,12.4,3551,nublado,leve,humeda,1006,2000,2612.0,13.9,False,False,False,23,True,9,241,Seguro
19.9,26,8.0,8479,despejado,0.0,28,270,7.1,-3.8,10.4,13843,despejado,ninguna,seca,1019,500,1208.0,6.7,False,False,False,23,True,10,295,Seguro
18.8,92,31.2,2229,lluvia_fuerte,23.4,117,90,14.2,27.8,37.4,379,cubierto,moderada,contaminada,994,500,1076.0,18.0,False,False,True,13,False,1,25,Peligro
5.1,85,34.1,2587,lluvia_fuerte,21.5,332,315,10.0,32.6,51.2,545,cubierto,moderada,mojada,1000,2000,1292.0,2.3,True,False,True,19,False,7,199,Peligro
30.4,51,1.6,8555,despejado,0.0,137,315,0.1,-1.6,2.4,14893,despejado,ninguna,seca,1028,500,2468.0,15.7,False,False,False,0,True,11,301,Seguro
14.8,78,16.3,4414,lluvia_ligera,3.3,197,315,14.4,-7.7,24.5,2454,nublado,leve,mojada,1008,2500,3076.0,11.5,False,False,False,9,False,11,302,Precaución
12.0,52,8.8,8719,nublado,1.0,50,0,6.7,5.7,10.6,2142,dispersas,ninguna,seca,1005,2000,2120.0,-0.4,False,False,False,23,True,2,33,Seguro
17.3,88,42.5,2252,tormenta,21.8,353,45,33.5,26.2,51.0,629,cubierto,severa,contaminada,980,2500,3376.0,12.9,False,True,False,4,True,3,79,Peligro
15.0,55,13.4,6404,nublado,0.3,214,90,11.1,-7.5,14.7,3573,nublado,leve,humeda,1015,1000,1240.0,5.5,False,False,False,7,False,3,89,Seguro
17.8,93,9.6,951,niebla,1.7,351,0,1.5,9.5,10.6,591,cubierto,ninguna,humeda,1014,2500,3436.0,17.5,False,False,False,10,False,4,101,Precaución
14.8,100,9.8,2354,niebla,0.3,191,0,1.9,-9.6,11.8,516,cubierto,ninguna,humeda,1005,1000,1216.0,14.8,False,False,False,16,False,6,151,Precaución
19.9,70,10.5,6196,lluvia_ligera,4.0,156,270,9.6,-4.3,12.6,2151,cubierto,moderada,humeda,1012,2000,3068.0,14.7,False,False,False,18,False,10,277,Seguro
12.2,95,41.3,1397,lluvia_fuerte,10.2,254,135,36.1,-20.0,45.4,1316,cubierto,moderada,contaminada,993,0,-336.0,10.7,False,True,False,21,True,4,92,Peligro
8.3,88,16.3,3900,lluvia_ligera,3.0,314,45,16.3,-0.3,22.8,2489,cubierto,leve,humeda,1003,0,-804.0,5.6,True,False,False,13,False,4,114,Precaución
10.4,86,10.6,3260,lluvia_ligera,4.0,181,90,10.6,-0.2,14.8,1033,nublado,leve,humeda,1017,1000,688.0,5.7,False,False,False,22,True,9,264,Precaución
9.4,94,1.9,1825,niebla,1.2,53,315,1.9,-0.3,2.1,295,cubierto,ninguna,mojada,1002,2000,1808.0,8.6,True,False,False,13,False,10,277,Precaución
15.2,53,12.7,8203,nublado,1.3,58,315,12.4,-2.9,16.5,1927,dispersas,leve,seca,1010,2000,2504.0,6.4,False,False,False,14,False,3,81,Seguro
13.5,99,10.3,2375,niebla,1.8,66,0,9.4,4.2,12.4,341,cubierto,ninguna,humeda,1008,500,440.0,12.5,False,False,False,9,False,10,290,Precaución
17.8,75,27.8,6452,lluvia_ligera,2.6,59,0,23.8,14.3,30.6,2456,cubierto,moderada,humeda,1011,2500,3436.0,13.1,False,False,False,12,False,8,228,Precaución
16.5,63,5.7,7956,nublado,1.0,315,135,0.0,-5.7,8.0,1811,nublado,ninguna,seca,1014,2500,3280.0,2.9,False,False,False,8,False,8,227,Seguro
27.9,54,11.8,9687,despejado,0.0,27,45,3.6,11.2,16.5,6628,despejado,leve,seca,1018,1000,2788.0,18.0,False,False,False,13,False,2,47,Seguro
11.0,98,8.9,1441,niebla,0.3,200,180,3.0,8.4,12.5,322,cubierto,ninguna,mojada,1014,2000,2000.0,10.9,False,False,False,15,False,1,8,Precaución
6.3,100,3.3,2246,niebla,0.4,170,135,1.9,2.7,4.9,728,cubierto,ninguna,humeda,1005,2500,2056.0,4.9,True,False,False,11,False,9,265,Precaución
17.3,72,12.0,6203,nublado,1.6,233,315,11.9,1.7,15.6,3589,nublado,leve,seca,1016,1000,1516.0,14.4,False,False,False,0,True,2,56,Seguro
16.2,56,18.8,8114,nublado,0.2,266,90,1.3,-18.8,22.6,3349,dispersas,ninguna,seca,1000,500,764.0,11.2,False,False,False,20,False,9,269,Seguro
12.4,100,0.8,2454,niebla,1.0,314,135,0.0,-0.8,0.9,112,cubierto,ninguna,mojada,1010,2000,2168.0,11.4,False,False,False,12,False,6,155,Precaución
15.2,90,29.3,5297,lluvia_ligera,7.2,120,315,7.6,-28.3,38.1,1848,cubierto,moderada,humeda,1007,0,24.0,11.1,False,False,False,18,False,1,5,Precaución
31.3,31,13.2,9715,despejado,0.0,349,270,13.0,2.5,17.2,10810,despejado,leve,seca,1019,0,1956.0,21.0,False,False,False,22,True,10,292,Seguro
23.7,44,4.5,9668,despejado,0.0,330,90,3.9,-2.2,5.9,12288,despejado,leve,seca,1029,2500,4144.0,10.3,False,False,False,17,False,1,25,Seguro
17.7,93,0.4,2197,niebla,1.1,346,315,0.2,0.3,0.4,100,cubierto,ninguna,humeda,1003,2000,2804.0,16.6,False,False,False,11,False,1,15,Precaución
7.9,85,22.8,1253,lluvia_fuerte,19.7,274,180,22.7,-1.6,25.1,395,cubierto,severa,contaminada,991,1000,388.0,4.0,False,False,False,21,True,1,24,Peligro
20.5,85,29.5,1856,granizo,13.2,113,135,11.1,27.4,41.3,1672,cubierto,severa,mojada,1009,2500,3760.0,16.0,False,True,False,1,True,3,65,Peligro
17.6,38,2.8,9970,despejado,0.0,181,0,0.0,-2.8,3.9,5704,despejado,ninguna,seca,1029,1000,1552.0,3.8,False,False,False,8,False,1,20,Seguro
15.8,75,42.5,1891,granizo,17.9,80,45,24.4,34.8,63.8,589,cubierto,severa,mojada,1017,1000,1336.0,11.8,False,True,False,2,True,12,358,Peligro
7.7,98,10.8,1553,niebla,0.7,348,225,9.1,-5.9,14.0,648,cubierto,ninguna,mojada,1013,2000,1604.0,6.7,True,False,False,19,False,7,205,Precaución
10.5,94,44.3,2332,tormenta,20.1,265,135,33.9,-28.5,53.2,286,cubierto,severa,mojada,981,2000,1940.0,9.5,False,True,True,10,False,8,219,Peligro
32.0,40,6.7,9474,despejado,0.0,58,135,6.5,1.5,8.0,10148,despejado,ninguna,seca,1016,500,2660.0,26.1,False,False,False,23,True,12,333,Seguro
32.1,52,20.0,9938,despejado,0.0,286,45,17.5,-9.7,22.0,14277,despejado,leve,seca,1019,500,2672.0,20.8,False,False,False,20,False,5,126,Seguro
16.3,62,8.9,7047,nublado,0.1,176,135,5.8,6.7,11.6,1800,nublado,leve,seca,1002,0,156.0,8.1,False,False,False,14,False,5,134,Seguro
8.0,93,11.8,2228,niebla,1.6,154,315,3.8,-11.2,13.0,352,cubierto,ninguna,mojada,1008,1000,400.0,7.3,True,False,False,12,False,12,347,Precaución
25.9,37,19.3,9069,despejado,0.0,191,180,3.7,18.9,21.2,14754,despejado,leve,seca,1029,500,1928.0,14.1,False,False,False,5,True,5,146,Seguro
19.0,89,19.4,5831,lluvia_ligera,4.4,107,180,18.6,5.7,23.3,1602,cubierto,leve,mojada,1011,2000,2960.0,14.5,False,False,False,2,True,3,89,Precaución
13.3,96,7.3,1085,niebla,1.8,12,135,6.1,-4.0,10.9,713,cubierto,ninguna,humeda,1008,2500,2896.0,11.9,False,False,False,1,True,2,59,Precaución
13.1,94,28.7,3037,lluvia_fuerte,12.7,356,225,21.7,-18.8,37.3,334,cubierto,severa,mojada,1004,500,392.0,11.9,False,False,False,11,False,10,295,Peligro
19.1,50,22.8,8721,nublado,0.9,173,225,18.0,14.0,27.4,3693,nublado,ninguna,seca,1012,0,492.0,8.5,False,False,False,14,False,12,349,Seguro
5.3,92,3.8,951,niebla,0.5,57,225,0.8,-3.7,4.6,483,cubierto,ninguna,humeda,1015,2500,1936.0,3.8,True,False,False,9,False,7,182,Precaución
12.6,70,30.4,4435,granizo,28.4,151,315,8.4,-29.2,33.4,769,cubierto,severa,mojada,1018,0,-288.0,6.7,False,True,True,22,True,3,84,Peligro
25.8,26,4.3,9072,despejado,0.0,146,45,4.2,-0.8,6.0,13348,despejado,ninguna,seca,1011,1000,2536.0,20.2,False,False,False,7,False,2,33,Seguro
22.3,58,7.1,8106,nublado,1.1,97,180,7.0,0.9,8.5,1652,nublado,leve,humeda,1017,1000,2116.0,16.4,False,False,False,11,False,3,71,Seguro
19.3,42,15.2,8988,despejado,0.0,296,270,6.7,13.7,16.7,8866,despejado,leve,seca,1013,2000,2996.0,7.1,False,False,False,15,False,8,238,Seguro
9.0,93,1.3,2343,niebla,1.4,313,45,1.3,-0.0,1.7,612,cubierto,ninguna,mojada,1003,2500,2380.0,8.7,True,False,False,22,True,7,198,Precaución
19.1,38,10.7,9512,despejado,0.0,348,315,5.8,9.0,15.0,6189,despejado,ninguna,seca,1017,500,1112.0,11.9,False,False,False,3,True,1,19,Seguro
17.1,78,27.1,6279,lluvia_ligera,4.5,193,315,23.0,-14.4,37.9,2247,nublado,leve,humeda,1017,2000,2732.0,12.2,False,False,False,23,True,12,358,Precaución
7.3,93,40.4,2629,tormenta,21.5,18,225,18.3,-36.0,48.5,851,cubierto,severa,mojada,982,2500,2176.0,7.1,True,True,True,23,True,3,75,Peligro
15.5,29,9.7,9397,despejado,0.0,33,45,2.0,9.5,11.6,7919,despejado,ninguna,seca,1024,500,680.0,9.3,False,False,False,0,True,11,310,Seguro
18.0,78,19.4,5006,lluvia_ligera,6.9,233,225,2.7,19.2,25.2,1924,nublado,moderada,humeda,1014,2000,2840.0,15.5,False,False,False,20,False,11,327,Seguro
19.3,50,13.3,8022,nublado,0.9,5,180,1.2,-13.2,17.3,2746,dispersas,leve,seca,1013,2500,3616.0,4.8,False,False,False,8,False,3,65,Seguro
19.3,26,11.2,9087,despejado,0.0,286,90,3.1,-10.8,14.6,8475,despejado,leve,seca,1021,1000,1756.0,11.7,False,False,False,16,False,8,234,Seguro
10.3,73,19.0,6605,lluvia_ligera,7.3,5,270,18.9,-1.7,20.9,1868,nublado,moderada,mojada,1000,1000,676.0,6.7,False,False,False,13,False,9,243,Precaución
26.5,73,11.4,6441,nublado,1.0,338,270,10.6,4.3,16.0,1806,dispersas,leve,humeda,1018,500,2000.0,24.0,False,False,False,7,False,2,33,Seguro
13.2,74,23.4,7401,nublado,0.7,295,225,22.0,8.0,30.4,2612,dispersas,leve,seca,1006,2500,2884.0,10.2,False,False,False,17,False,9,255,Precaución
22.9,57,12.6,7913,nublado,0.8,67,135,11.7,4.7,17.6,2293,nublado,leve,humeda,1004,2500,4048.0,8.0,False,False,False,16,False,1,4,Seguro
20.7,89,17.5,3234,lluvia_ligera,4.8,313,45,17.5,-0.6,21.0,1272,cubierto,leve,mojada,1012,2500,3784.0,16.4,False,False,False,22,True,12,337,Precaución
17.5,96,0.1,2051,niebla,1.0,264,315,0.1,0.1,0.1,365,cubierto,ninguna,mojada,1007,2500,3400.0,17.3,False,False,False,15,False,2,50,Precaución
32.6,32,0.2,8319,despejado,0.0,344,135,0.1,-0.2,0.3,7096,despejado,ninguna,seca,1028,500,2732.0,25.9,False,False,False,7,False,3,60,Seguro
21.7,73,17.7,8833,nublado,1.0,111,0,16.5,-6.3,23.0,3042,dispersas,leve,humeda,1015,0,804.0,19.2,False,False,False,13,False,4,113,Seguro
5.2,99,46.9,1534,tormenta,17.1,317,45,46.9,1.6,65.7,298,cubierto,moderada,mojada,988,2000,1304.0,5.0,True,True,True,12,False,8,236,Peligro
16.8,97,1.0,1147,niebla,1.9,253,135,0.9,-0.5,1.4,225,cubierto,ninguna,humeda,1008,0,216.0,15.2,False,False,False,13,False,9,249,Precaución
10.3,87,15.2,3471,lluvia_ligera,5.7,312,270,10.2,11.3,21.3,836,cubierto,leve,mojada,1017,0,-564.0,7.5,False,False,False,15,False,1,19,Precaución
12.3,82,24.1,3729,lluvia_ligera,3.7,102,270,5.0,-23.6,36.2,1957,cubierto,leve,humeda,1008,2000,2156.0,9.5,False,False,False,15,False,7,182,Precaución
9.6,80,14.5,4967,lluvia_ligera,2.5,74,0,13.9,4.0,20.3,1154,cubierto,leve,humeda,1014,1000,592.0,7.1,True,False,False,1,True,6,162,Precaución
21.7,62,11.1,6452,nublado,1.5,83,90,1.4,11.0,14.4,2208,dispersas,leve,humeda,1013,2000,3284.0,7.4,False,False,False,22,True,11,327,Seguro
19.4,39,0.4,9921,despejado,0.0,203,45,0.1,-0.4,0.5,5732,despejado,leve,seca,1017,500,1148.0,9.1,False,False,False,23,True,3,69,Seguro
10.3,98,7.8,869,niebla,0.2,76,180,7.6,-1.9,8.6,349,cubierto,ninguna,mojada,1015,2500,2536.0,8.4,False,False,False,13,False,6,152,Precaución
10.2,98,4.4,1263,niebla,0.0,157,315,1.6,-4.1,6.2,453,cubierto,ninguna,mojada,1002,500,44.0,8.7,False,False,False,14,False,8,213,Precaución
21.1,69,15.1,8683,nublado,0.0,357,0,0.8,15.1,21.1,2251,dispersas,leve,humeda,1014,1000,1972.0,9.0,False,False,False,20,False,3,67,Seguro
33.0,31,7.4,8590,despejado,0.0,58,270,3.9,-6.3,8.9,10711,despejado,leve,seca,1011,0,2160.0,23.9,False,False,False,3,True,2,56,Seguro
0.2,95,16.8,1908,nieve,15.2,129,270,10.6,-13.1,25.2,1103,cubierto,leve,nevada,1020,2500,1324.0,0.0,True,False,False,0,True,4,103,Peligro
19.9,75,10.0,3367,lluvia_ligera,3.9,317,180,6.8,-7.3,13.0,2145,nublado,leve,mojada,1009,2000,3068.0,16.6,False,False,False,7,False,2,53,Seguro
18.3,89,39.2,1659,lluvia_fuerte,24.9,148,135,8.8,38.2,51.0,1327,cubierto,severa,contaminada,993,0,396.0,13.6,False,False,True,21,True,7,199,Peligro
13.1,99,3.2,1971,niebla,1.2,21,90,3.0,1.1,4.8,252,cubierto,ninguna,humeda,1017,1000,1012.0,12.6,False,False,False,3,True,7,196,Precaución
17.2,67,16.9,7722,nublado,0.0,128,0,13.3,-10.4,18.6,2306,dispersas,leve,seca,1004,2000,2744.0,10.6,False,False,False,9,False,9,263,Seguro
30.0,33,13.2,9317,despejado,0.0,102,90,2.7,12.9,15.8,5913,despejado,leve,seca,1029,1000,3040.0,24.9,False,False,False,23,True,5,139,Seguro
22.8,43,4.6,9872,despejado,0.0,32,0,2.4,3.9,6.9,8702,despejado,ninguna,seca,1013,0,936.0,14.5,False,False,False,14,False,2,56,Seguro
7.9,94,9.7,2483,niebla,1.0,45,135,9.7,0.0,10.7,777,cubierto,ninguna,mojada,1012,2000,1628.0,6.2,True,False,False,3,True,9,251,Precaución
17.0,70,16.4,6182,nublado,1.5,98,225,13.1,-9.9,24.6,3166,dispersas,leve,seca,1006,500,860.0,11.0,False,False,False,5,True,6,171,Seguro
26.9,45,3.8,8218,despejado,0.0,206,180,1.7,3.4,5.3,12211,despejado,ninguna,seca,1015,500,2048.0,17.0,False,False,False,16,False,9,253,Seguro
15.0,62,17.0,8288,nublado,1.3,233,225,2.4,16.8,22.1,3448,dispersas,ninguna,humeda,1007,500,620.0,1.9,False,False,False,14,False,11,318,Seguro
20.9,33,1.3,9486,despejado,0.0,150,270,1.1,-0.6,1.8,14231,despejado,ninguna,seca,1010,2000,3188.0,6.1,False,False,False,21,True,10,276,Seguro
9.4,99,5.8,811,niebla,0.9,194,45,3.0,-5.0,6.4,717,cubierto,ninguna,mojada,1006,2500,2428.0,8.7,True,False,False,23,True,10,273,Precaución
20.5,34,4.8,8542,despejado,0.0,9,270,4.7,-0.8,5.8,14015,despejado,ninguna,seca,1029,0,660.0,9.7,False,False,False,6,False,1,9,Seguro
13.4,95,8.0,2198,niebla,0.1,147,0,4.4,-6.7,12.0,109,cubierto,ninguna,mojada,1000,500,428.0,12.0,False,False,False,18,False,3,61,Precaución
5.3,96,11.7,1588,niebla,1.3,34,225,2.2,-11.5,14.0,488,cubierto,ninguna,mojada,1017,500,-544.0,4.3,True,False,False,2,True,1,7,Precaución
21.2,84,28.5,5186,lluvia_ligera,6.0,313,315,1.0,28.5,34.2,2483,nublado,leve,humeda,1004,500,1364.0,16.6,False,False,False,7,False,10,272,Seguro
30.8,38,6.5,9507,despejado,0.0,236,225,1.2,6.4,9.1,11600,despejado,leve,seca,1015,2000,4376.0,16.3,False,False,False,6,False,3,63,Seguro
18.5,38,4.4,9025,despejado,0.0,262,90,0.6,-4.4,5.3,8897,despejado,ninguna,seca,1030,2000,2900.0,6.7,False,False,False,10,False,4,119,Seguro
17.1,31,16.2,9046,despejado,0.0,110,225,14.7,-6.8,22.7,13326,despejado,leve,seca,1011,500,872.0,8.3,False,False,False,20,False,2,41,Seguro
28.4,53,18.1,8681,despejado,0.0,144,0,10.6,-14.6,21.7,14096,despejado,leve,seca,1019,0,1608.0,14.9,False,False,False,16,False,6,162,Seguro
33.1,46,2.1,9746,despejado,0.0,323,225,2.1,-0.3,2.5,5690,despejado,leve,seca,1025,2500,5272.0,24.4,False,False,False,13,False,8,237,Seguro
14.0,79,16.2,5765,lluvia_ligera,6.9,54,315,16.0,-2.5,22.7,871,cubierto,leve,humeda,1011,0,-120.0,10.0,False,False,False,12,False,1,7,Precaución
20.0,50,24.4,7567,nublado,1.2,39,315,24.3,2.6,34.2,2839,dispersas,leve,seca,1006,1000,1840.0,8.4,False,False,False,15,False,9,259,Precaución
14.5,73,24.1,6007,nublado,1.7,247,0,22.2,-9.4,33.7,3503,dispersas,leve,seca,1007,2500,3040.0,9.9,False,False,False,1,True,1,28,Precaución
18.4,82,25.4,2636,granizo,13.3,109,0,24.0,-8.3,35.6,1426,cubierto,severa,mojada,1019,1000,1648.0,14.4,False,True,True,9,False,7,184,Peligro
5.0,80,19.2,1085,nieve,11.5,277,0,19.1,2.3,28.8,1014,cubierto,leve,nevada,1004,1000,40.0,2.4,True,False,False,12,False,8,216,Peligro
13.0,99,9.0,2263,niebla,0.8,44,135,9.0,-0.2,10.8,188,cubierto,ninguna,mojada,1011,2500,2860.0,11.5,False,False,False,5,True,2,58,Precaución
8.8,94,2.0,1593,niebla,0.7,48,270,1.3,-1.5,2.6,224,cubierto,ninguna,mojada,1004,2000,1736.0,7.2,True,False,False,11,False,7,195,Precaución
17.0,91,45.2,2995,tormenta,15.5,58,0,38.3,24.0,49.7,724,cubierto,severa,mojada,984,500,860.0,16.8,False,True,False,22,True,3,65,Peligro
15.9,29,14.3,9646,despejado,0.0,76,270,3.5,-13.9,17.2,12761,despejado,leve,seca,1029,1000,1348.0,9.3,False,False,False,19,False,6,154,Seguro
24.2,52,8.4,9054,despejado,0.0,10,315,6.9,4.8,10.9,11900,despejado,leve,seca,1020,2000,3584.0,13.5,False,False,False,10,False,10,294,Seguro
14.5,93,9.3,1817,niebla,1.9,31,270,8.0,-4.8,12.1,740,cubierto,ninguna,humeda,1020,1000,1180.0,14.0,False,False,False,4,True,12,334,Precaución
17.8,84,19.7,6180,lluvia_ligera,7.4,105,0,19.0,-5.1,29.5,1473,nublado,leve,mojada,1015,500,956.0,13.0,False,False,False,14,False,1,15,Precaución
17.9,84,22.8,6813,lluvia_ligera,3.7,332,180,10.7,-20.1,27.4,838,cubierto,leve,mojada,1019,0,348.0,15.7,False,False,False,23,True,12,363,Precaución
20.8,71,18.4,7624,nublado,1.7,9,180,2.9,-18.2,20.2,1929,dispersas,ninguna,humeda,1020,2000,3176.0,16.8,False,False,False,6,False,11,312,Seguro
9.5,100,4.1,1670,niebla,1.2,112,45,3.8,1.6,5.3,751,cubierto,ninguna,humeda,1008,1000,580.0,8.0,True,False,False,18,False,6,179,Precaución
13.9,97,4.5,1576,niebla,0.3,187,90,4.5,-0.5,6.8,289,cubierto,ninguna,humeda,1010,1000,1108.0,13.6,False,False,False,13,False,8,237,Precaución
10.8,95,8.8,2042,niebla,1.6,1,135,6.3,-6.1,13.2,397,cubierto,ninguna,humeda,1020,2000,1976.0,9.8,False,False,False,21,True,3,67,Precaución
5.8,91,36.1,2754,tormenta,24.3,37,0,21.7,28.8,46.9,749,cubierto,severa,contaminada,994,0,-1104.0,4.8,True,True,False,3,True,10,278,Peligro
8.9,96,3.7,1670,niebla,0.8,74,180,3.6,-1.0,4.8,764,cubierto,ninguna,mojada,1007,2500,2368.0,7.1,True,False,False,19,False,8,234,Precaución
18.7,90,23.5,6594,lluvia_ligera,3.2,184,225,15.4,17.7,28.2,1204,cubierto,leve,humeda,1010,0,444.0,16.5,False,False,False,3,True,4,118,Precaución
23.4,59,6.2,6745,nublado,1.3,147,225,6.1,1.3,8.7,3288,dispersas,leve,seca,1007,1000,2248.0,15.1,False,False,False,0,True,7,203,Seguro
21.5,70,10.3,6814,nublado,0.9,69,225,4.2,-9.4,13.4,3498,dispersas,leve,humeda,1001,2500,3880.0,10.4,False,False,False,11,False,10,275,Seguro
25.4,65,9.6,6216,nublado,0.1,233,270,5.8,7.7,11.5,3519,nublado,ninguna,seca,1015,500,1868.0,12.1,False,False,False,19,False,6,166,Seguro
30.0,30,1.9,9641,despejado,0.0,36,270,1.5,-1.1,2.7,6853,despejado,ninguna,seca,1027,2000,4280.0,21.9,False,False,False,12,False,8,232,Seguro
-5.6,95,11.1,3477,nieve,18.9,127,45,11.0,1.5,16.6,1837,cubierto,moderada,contaminada,1013,0,-2472.0,-6.1,False,False,False,16,False,6,160,Peligro
17.9,60,16.8,7206,nublado,1.0,291,135,6.8,-15.3,25.2,3744,nublado,ninguna,seca,1016,1000,1588.0,9.6,False,False,False,21,True,4,108,Seguro
21.8,84,16.7,4110,lluvia_ligera,7.6,99,45,13.5,9.8,25.0,1472,cubierto,leve,humeda,1008,0,816.0,19.2,False,False,False,4,True,10,284,Precaución
